Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
31,8,Rural,Gold,7,3.57,Night,0,35,145.2420374,0.775,1.375,159.76624114,10.000000000000012
57,46,Rural,Regular,42,4.39,Morning,0,56,210.6317666,1.425,0.8260869565217391,247.95022089978264,17.717391304347842
64,19,Suburban,Regular,35,4.02,Afternoon,0,39,152.2291926,1.6,2.0,487.13341632000004,220.00000000000003
86,76,Suburban,Regular,84,4.99,Night,0,149,612.4467268,1.0617283950617284,0.5,520.2016642449382,-15.06172839506173
54,28,Suburban,Regular,73,3.56,Morning,1,51,250.2858824,1.35,1.3571428571428572,458.5594916828572,83.21428571428574
85,37,Rural,Gold,10,3.76,Night,1,61,309.0825447,1.0493827160493827,1.027027027027027,333.1119851121121,7.77444110777443
58,15,Rural,Regular,14,4.76,Night,1,12,94.1609177,1.45,2.533333333333333,345.88443768466664,267.3333333333333
96,27,Rural,Gold,21,4.37,Night,1,57,243.9373065,1.1851851851851851,1.4074074074074074,406.8967965761317,66.80384087791495
58,31,Suburban,Silver,32,4.87,Evening,1,85,331.1930539,1.45,1.2258064516129032,588.6689441899999,77.74193548387095
77,45,Suburban,Silver,88,4.16,Morning,0,151,595.2312212,1.925,0.8444444444444444,967.581418461778,62.55555555555558
93,73,Rural,Regular,78,3.81,Night,1,106,465.9626816,1.1481481481481481,0.5205479452054794,427.9953519881481,-8.148148148148154
44,11,Rural,Regular,56,3.83,Afternoon,1,18,104.7520101,1.1,1.0,115.22721111000001,10.000000000000005
20,10,Rural,Regular,54,4.12,Morning,1,168,784.055126,0.5,1.1,689.96851088,-11.99999999999999
70,40,Suburban,Regular,9,3.77,Evening,0,130,382.9299379,1.75,0.95,636.62102175875,66.24999999999999
42,12,Rural,Gold,92,4.5,Afternoon,0,123,319.2967131,1.05,3.1666666666666665,1061.6615710575,232.49999999999997
87,33,Rural,Regular,53,4.15,Evening,0,143,640.1373391,1.0740740740740742,1.1515151515151516,791.7299076186308,23.681257014590365
70,43,Suburban,Gold,47,4.31,Morning,0,57,243.4933854,1.75,0.8837209302325582,376.5653518395349,54.6511627906977
61,15,Urban,Gold,29,4.49,Afternoon,0,32,135.0058741,1.525,2.533333333333333,521.5726936063332,286.33333333333326
71,36,Suburban,Silver,69,4.37,Morning,0,110,392.9639433,1.775,1.0555555555555556,736.2616104329167,87.36111111111111
81,33,Suburban,Regular,41,4.93,Afternoon,1,162,617.2885001,2.025,1.1515151515151516,1439.4045479604547,133.18181818181822
87,64,Rural,Silver,69,4.55,Evening,1,65,310.7883995,1.0740740740740742,0.59375,267.0478099407408,-14.074074074074055
85,65,Suburban,Regular,73,4.65,Afternoon,1,165,770.0708908,1.0493827160493827,0.5846153846153846,646.4792663506173,-16.049382716049383
91,65,Urban,Regular,40,3.58,Evening,0,141,373.5047076,1.123456790123457,0.5846153846153846,335.6931199170371,-10.123456790123441
83,57,Rural,Silver,80,4.6,Night,1,172,814.4195559,1.0246913580246915,0.6666666666666666,667.6229445896297,-18.02469135802468
64,10,Suburban,Gold,75,3.61,Morning,1,155,473.3466933,1.6,1.1,833.0901802080001,76.00000000000001
69,22,Rural,Silver,25,4.41,Night,1,74,266.7677789,1.725,1.7272727272727273,794.8467230406819,197.95454545454547
37,12,Rural,Silver,15,3.73,Evening,0,142,369.3616589,0.925,3.1666666666666665,1081.9218591945835,192.91666666666669
93,28,Urban,Silver,63,3.9,Evening,0,38,111.7239412,1.1481481481481481,1.3571428571428572,174.0883634042328,55.82010582010582
66,49,Rural,Gold,42,4.56,Afternoon,0,124,429.9483561,1.65,0.7755102040816326,567.531830052,32.00000000000001
47,36,Rural,Silver,100,4.2,Morning,0,103,414.7783003,1.175,1.0555555555555556,514.4403085665278,24.02777777777779
71,30,Rural,Regular,45,4.16,Evening,1,53,227.18257,1.775,1.2666666666666666,510.7821448833333,124.83333333333331
58,19,Urban,Silver,47,3.97,Evening,0,77,247.4420018,1.45,2.0,717.58180522,189.99999999999997
100,18,Suburban,Silver,50,4.89,Morning,1,51,213.8232969,1.2345679012345678,2.111111111111111,557.2897998765432,160.6310013717421
94,28,Urban,Regular,59,4.45,Night,0,173,652.587891,1.1604938271604939,1.3571428571428572,1027.7971546084657,57.49559082892417
49,6,Rural,Silver,23,4.65,Night,1,69,289.6463054,1.225,1.8333333333333333,650.4973275441668,124.58333333333336
42,7,Rural,Gold,90,3.67,Evening,0,32,123.7624693,1.05,1.5714285714285714,204.20807434500003,65.00000000000001
79,63,Urban,Gold,56,4.66,Evening,1,70,292.5906289,1.975,0.6031746031746031,462.293193662,57.99999999999999
59,5,Rural,Gold,17,4.97,Evening,1,143,440.9395108,1.475,2.2,1430.8487125460001,224.5
54,7,Urban,Regular,91,3.75,Night,0,97,298.3226184,1.35,1.5714285714285714,632.8701261771429,112.14285714285714
60,6,Rural,Silver,65,4.76,Morning,0,168,629.2044296,1.5,1.8333333333333333,1730.3121814,175.00000000000003
26,13,Suburban,Silver,4,3.63,Night,1,123,441.9961924,0.65,2.923076923076923,1033.591096073846,133.84615384615387
90,10,Rural,Silver,59,4.44,Morning,1,147,691.5012906,1.1111111111111112,1.1,845.1682440666667,22.22222222222224
34,12,Suburban,Silver,38,4.18,Afternoon,0,24,106.9485906,0.85,3.1666666666666665,287.869956365,169.16666666666669
80,34,Suburban,Silver,84,3.8,Night,0,174,561.438522,2.0,1.1176470588235294,1254.980225647059,123.52941176470588
21,7,Rural,Regular,58,4.31,Morning,1,75,328.4583569,0.525,1.5714285714285714,412.9190772457143,25.714285714285705
97,71,Suburban,Silver,52,4.32,Evening,0,36,133.3873831,1.1975308641975309,0.5352112676056338,127.7884065254321,-4.19753086419753
64,7,Suburban,Regular,92,4.58,Evening,1,16,114.6992021,1.6,1.5714285714285714,288.38656527999996,151.42857142857142
47,34,Rural,Gold,16,4.38,Evening,1,46,237.143389,1.175,1.1176470588235294,311.4250682014706,31.3235294117647
44,28,Rural,Gold,30,3.93,Evening,1,42,157.1065717,1.1,1.3571428571428572,234.53766775214288,49.28571428571431
21,9,Suburban,Gold,13,4.01,Evening,0,127,431.2515977,0.525,1.2222222222222223,421.66822886222224,-2.222222222222217
57,37,Urban,Gold,59,3.92,Evening,0,159,585.8075882,1.425,1.027027027027027,857.3373216494596,46.351351351351354
62,5,Rural,Silver,51,4.4,Afternoon,0,160,647.2043749,1.55,2.2,2206.9669184090003,241.00000000000006
25,6,Urban,Gold,60,3.91,Evening,1,145,559.5788398,0.625,1.8333333333333333,820.7156317066667,46.666666666666686
92,33,Suburban,Silver,70,3.69,Evening,1,46,173.1505323,1.1358024691358024,1.1515151515151516,226.46249940920316,30.789375233819683
38,7,Rural,Gold,46,3.79,Night,0,78,198.1704675,0.95,1.5714285714285714,295.84019791071427,49.28571428571428
99,31,Urban,Silver,0,3.54,Morning,0,50,192.7088692,1.2222222222222223,1.2258064516129032,288.7179474035843,49.82078853046596
35,7,Rural,Regular,65,4.19,Night,0,65,165.0758242,0.875,1.5714285714285714,226.979258275,37.50000000000001
30,13,Urban,Gold,53,3.68,Night,1,124,379.4680329,0.75,2.923076923076923,887.3714000123078,133.84615384615387
28,6,Urban,Gold,53,4.48,Night,1,148,461.1095538,0.7,1.8333333333333333,676.29401224,46.666666666666664
59,47,Rural,Silver,73,3.54,Night,0,75,234.5672446,1.475,0.8085106382978723,279.73391616659575,19.255319148936167
24,13,Urban,Silver,50,4.26,Night,1,141,540.0620307,0.6,2.923076923076923,1262.9142871753847,133.84615384615387
21,6,Suburban,Regular,15,3.81,Evening,1,80,318.8415033,0.525,1.8333333333333333,467.63420484000005,46.666666666666686
84,54,Suburban,Silver,59,4.98,Afternoon,1,43,196.3151415,1.037037037037037,0.7037037037037037,162.86885813333333,-17.03703703703704
100,50,Urban,Silver,83,4.91,Morning,1,173,622.4914304,1.2345679012345678,0.76,614.8063510123457,-1.2345679012345734
30,11,Urban,Silver,99,4.96,Evening,0,83,349.6745279,0.75,1.0,279.73962232,-19.99999999999999
45,35,Rural,Regular,0,4.58,Afternoon,1,41,206.1473319,1.125,1.0857142857142856,251.79424110642856,22.142857142857128
53,35,Urban,Gold,35,3.92,Afternoon,1,166,635.9330545,1.325,1.0857142857142856,914.835122687857,43.85714285714284
65,41,Rural,Gold,51,3.57,Night,1,48,251.1121418,1.625,0.926829268292683,378.19938429634146,50.60975609756099
93,6,Rural,Silver,85,4.47,Night,0,107,324.0987674,1.1481481481481481,1.8333333333333333,682.2078992802469,110.49382716049382
28,5,Rural,Regular,69,4.49,Morning,1,132,425.4887348,0.7,2.2,748.860173248,76.00000000000001
38,8,Urban,Silver,78,3.57,Night,0,114,470.2690237,0.95,1.375,614.288912208125,30.625000000000004
25,6,Urban,Regular,69,4.45,Evening,1,94,398.051726,0.625,1.8333333333333333,583.8091981333333,46.66666666666667
76,23,Rural,Regular,64,3.57,Night,1,115,564.931725,1.9,1.6521739130434783,1773.3943715217392,213.91304347826087
22,7,Suburban,Gold,73,4.91,Morning,1,73,238.3189915,0.55,1.5714285714285714,299.60101788571427,25.7142857142857
40,5,Rural,Silver,17,4.55,Afternoon,0,72,184.9552256,1.0,2.2,406.90149632000004,120.00000000000001
89,16,Suburban,Regular,27,4.86,Afternoon,0,161,624.305616,1.0987654320987654,2.375,1629.1678960740742,160.9567901234568
31,21,Suburban,Silver,77,4.83,Afternoon,0,107,389.3845083,0.775,1.8095238095238095,563.6804310628572,44.76190476190479
92,45,Rural,Silver,59,4.23,Morning,1,121,574.8939389,1.1358024691358024,0.8444444444444444,551.3934733592317,-4.087791495198913
58,32,Urban,Gold,92,4.59,Afternoon,1,111,517.944462,1.45,1.1875,891.83562050625,72.1875
58,20,Rural,Silver,42,3.51,Evening,0,125,527.1792012,1.45,1.9,1452.3786993059998,175.5
36,7,Suburban,Regular,26,4.35,Morning,0,59,201.4968308,0.9,1.5714285714285714,284.97408927428575,41.428571428571445
66,40,Rural,Regular,93,4.86,Evening,0,153,627.016751,1.65,0.95,982.8487571925,56.75
76,54,Urban,Regular,58,4.05,Evening,0,74,218.6251779,1.9,0.7037037037037037,332.310270408,51.99999999999999
55,23,Urban,Gold,46,4.58,Afternoon,1,150,654.6765363,1.375,1.6521739130434783,1487.2543052902174,127.17391304347827
21,8,Urban,Regular,57,4.78,Night,1,84,293.5602166,0.525,1.375,322.91623826,10.000000000000004
61,45,Rural,Gold,42,4.25,Afternoon,0,102,421.985262,1.525,0.8444444444444444,543.4232429533332,28.777777777777757
72,62,Suburban,Regular,48,3.82,Evening,0,126,553.7408049,1.8,0.6129032258064516,797.386759056,44.00000000000001
65,18,Rural,Gold,65,4.01,Morning,0,111,330.62431,1.625,2.111111111111111,1134.2250634722222,243.05555555555557
20,8,Rural,Silver,27,4.99,Morning,0,83,261.4451503,0.5,1.375,287.58966533000006,10.000000000000012
22,7,Suburban,Silver,16,4.1,Night,0,147,520.0637873,0.55,1.5714285714285714,653.794475462857,25.7142857142857
72,49,Suburban,Gold,15,4.34,Night,1,19,117.6332781,1.8,0.7755102040816326,169.391920464,44.000000000000014
42,30,Urban,Regular,26,4.79,Afternoon,0,138,493.0149509,1.05,1.2666666666666666,655.709884697,33.00000000000001
100,54,Suburban,Regular,91,4.59,Night,1,61,203.1132957,1.2345679012345678,0.7037037037037037,200.60572414814814,-1.2345679012345756
87,32,Suburban,Silver,38,4.76,Afternoon,0,114,421.7762985,1.0740740740740742,1.1875,537.9600473923612,27.54629629629631
36,8,Urban,Gold,47,4.07,Afternoon,0,77,305.0088859,0.9,1.375,377.44849630125003,23.750000000000014
70,38,Urban,Silver,99,4.19,Morning,0,76,317.7718882,1.75,1.0,556.10080435,75.0
41,7,Urban,Gold,4,4.15,Night,0,83,364.9140561,1.025,1.5714285714285714,587.7722832182142,61.07142857142854
59,40,Rural,Gold,64,4.72,Night,0,157,398.3194964,1.475,0.95,558.1451943305,40.125
33,14,Urban,Regular,38,4.89,Morning,0,127,461.3060121,0.825,2.7142857142857144,1032.9959628096428,123.92857142857143
70,26,Urban,Silver,15,3.67,Night,1,70,358.2348071,1.75,1.4615384615384615,916.2544104673076,155.76923076923072
45,7,Rural,Regular,87,4.35,Evening,0,74,224.3071068,1.125,1.5714285714285714,396.54292095,76.78571428571426
98,71,Suburban,Regular,83,4.55,Morning,0,139,558.3815496,1.2098765432098766,0.5352112676056338,540.4581912177778,-3.2098765432098735
75,63,Urban,Gold,42,4.55,Evening,1,138,660.4425623,1.875,0.6031746031746031,990.66384345,50.0
100,34,Rural,Gold,33,4.75,Night,0,156,537.4486717,1.2345679012345678,1.1176470588235294,741.5776878939723,37.98111837327522
76,23,Urban,Silver,53,3.94,Evening,0,117,480.1043704,1.9,1.6521739130434783,1507.1102409947825,213.91304347826087
32,12,Urban,Silver,69,3.68,Morning,0,55,162.2831045,0.8,3.1666666666666665,411.1171980666667,153.33333333333331
35,23,Suburban,Gold,58,3.78,Afternoon,0,164,638.0445145,0.875,1.6521739130434783,922.3904394402174,44.56521739130435
30,16,Suburban,Gold,89,3.63,Afternoon,0,142,420.111098,0.75,2.375,798.2110862000001,90.0
75,56,Urban,Regular,66,3.69,Evening,1,22,124.4906005,1.875,0.6785714285714286,186.73590074999998,49.999999999999986
25,6,Rural,Regular,23,3.95,Morning,1,55,235.2781176,0.625,1.8333333333333333,345.07457248000003,46.66666666666668
88,16,Suburban,Gold,26,4.18,Morning,0,32,127.3314901,1.0864197530864197,2.375,328.5466843320987,158.02469135802465
43,26,Rural,Silver,69,4.9,Evening,0,107,391.0269904,1.075,1.4615384615384615,614.363559916923,57.1153846153846
39,20,Rural,Silver,97,4.25,Morning,0,121,319.5430197,0.975,1.9,591.9534439942499,85.24999999999999
77,63,Suburban,Gold,72,4.56,Morning,0,113,380.2853708,1.925,0.6031746031746031,585.6394710320001,54.000000000000014
41,14,Suburban,Silver,59,4.72,Morning,1,49,179.6234225,1.025,2.7142857142857144,499.7380218839286,178.21428571428572
51,20,Rural,Silver,97,4.8,Morning,0,130,452.1126401,1.275,1.9,1095.24287064225,142.25
30,10,Suburban,Gold,86,4.95,Evening,0,149,565.6691466,0.75,1.1,497.78884900800006,-11.999999999999986
29,8,Urban,Gold,52,4.68,Afternoon,1,121,402.1558776,0.725,1.375,442.37146536000006,10.000000000000016
21,5,Rural,Gold,8,4.44,Afternoon,1,159,689.84216,0.525,2.2,1214.1222016000002,76.00000000000001
50,15,Suburban,Regular,62,4.51,Night,0,83,307.6469281,1.25,2.533333333333333,974.2152723166668,216.66666666666666
61,42,Rural,Gold,11,3.72,Night,0,52,186.5262771,1.525,0.9047619047619048,257.3618513796428,37.97619047619046
67,5,Suburban,Silver,81,4.53,Morning,1,14,91.06777716,1.675,2.2,335.58475883460005,268.50000000000006
73,22,Suburban,Regular,26,4.99,Night,0,33,143.8549861,1.825,1.7272727272727273,453.47014936522726,215.22727272727275
35,18,Urban,Gold,27,3.82,Morning,0,158,553.8373591,0.875,2.111111111111111,1023.0606772263889,84.72222222222223
96,58,Urban,Silver,25,3.61,Morning,0,85,336.5684837,1.1851851851851851,0.6551724137931034,319.1167845451852,-5.185185185185174
38,28,Urban,Gold,8,4.83,Morning,0,29,95.02020686,0.95,1.3571428571428572,122.50819527307144,28.928571428571438
75,28,Urban,Gold,6,4.02,Evening,1,171,575.0117219,1.875,1.3571428571428572,1463.19947090625,154.46428571428575
57,26,Suburban,Silver,92,4.11,Afternoon,1,58,264.6757476,1.425,1.4615384615384615,551.2381435592308,108.26923076923076
36,10,Rural,Gold,65,3.54,Night,0,53,185.6179239,0.9,1.1,183.76174466100002,-0.9999999999999845
73,27,Rural,Gold,98,3.97,Evening,0,57,251.1556503,1.825,1.4074074074074074,645.0979388261111,156.85185185185185
68,29,Rural,Gold,51,3.99,Evening,0,110,299.6890563,1.7,1.3103448275862069,667.5832081717241,122.75862068965515
25,9,Rural,Gold,11,3.58,Night,0,31,92.65681121,0.625,1.2222222222222223,90.5977709608889,-2.222222222222217
97,25,Urban,Regular,95,4.91,Night,1,101,332.2293764,1.1975308641975309,1.52,604.73949699279,82.02469135802467
30,7,Rural,Regular,85,3.74,Evening,0,44,184.1120897,0.75,1.5714285714285714,231.45519848,25.71428571428571
83,7,Suburban,Gold,24,4.9,Morning,1,24,124.5817745,1.0246913580246915,1.5714285714285714,200.6052206675485,61.02292768959436
27,5,Rural,Gold,2,4.3,Evening,0,22,60.98181722,0.675,2.2,107.32799830720002,76.00000000000003
58,21,Suburban,Gold,72,4.14,Afternoon,0,10,35.88598786,1.45,1.8095238095238095,94.15799671838096,162.3809523809524
32,15,Urban,Gold,67,3.76,Evening,1,23,132.1230188,0.8,2.533333333333333,267.7693181013334,102.6666666666667
76,8,Urban,Gold,40,4.68,Afternoon,0,157,561.5796822,1.9,1.375,1467.1269197474999,161.24999999999997
21,9,Suburban,Regular,38,4.54,Morning,0,179,546.3787899,0.525,1.2222222222222223,534.2370390133334,-2.2222222222222126
47,37,Urban,Gold,53,4.69,Night,0,41,147.4597413,1.175,1.027027027027027,177.94803916337835,20.675675675675667
33,20,Suburban,Regular,97,4.13,Morning,1,169,668.892214,0.825,1.9,1048.4885454449998,56.74999999999998
92,66,Rural,Silver,26,3.56,Evening,0,19,62.06928479,1.1358024691358024,0.5757575757575758,56.398757537580245,-9.135802469135802
24,7,Rural,Silver,34,3.51,Afternoon,1,111,477.7411362,0.6,1.5714285714285714,600.5888569371429,25.714285714285705
75,9,Rural,Gold,71,4.06,Night,0,150,411.0057654,1.875,1.2222222222222223,941.8882123750001,129.16666666666669
89,76,Urban,Gold,35,4.8,Night,1,177,650.2985712,1.0987654320987654,0.5,571.6204724622222,-12.098765432098762
67,20,Urban,Regular,42,4.13,Evening,0,68,243.2286176,1.675,1.9,774.075075512,218.25
61,23,Suburban,Silver,51,4.73,Evening,1,150,680.9330686,1.525,1.6521739130434783,1715.6552750160868,151.95652173913044
80,67,Rural,Regular,80,4.74,Night,0,147,432.3072577,2.0,0.5671641791044776,691.69161232,60.00000000000001
66,15,Suburban,Gold,62,4.59,Night,0,161,720.7299449,1.65,2.533333333333333,3012.651169682,318.0
39,12,Suburban,Regular,54,3.77,Morning,1,176,510.454375,0.975,3.1666666666666665,1576.0278828125001,208.75
46,22,Urban,Regular,9,4.33,Morning,0,128,522.7974319,1.15,1.7272727272727273,1038.4658079104545,98.63636363636363
89,74,Rural,Silver,41,4.89,Morning,1,115,432.1627923,1.0987654320987654,0.5135135135135135,379.8764297748148,-12.098765432098759
60,16,Urban,Gold,56,4.33,Night,1,126,382.4570671,1.5,2.375,1362.50330154375,256.25
58,13,Rural,Regular,99,3.62,Morning,1,106,351.4393159,1.45,2.923076923076923,1489.5620235453846,323.84615384615387
68,16,Urban,Silver,93,4.44,Morning,1,154,510.1957863,1.7,2.375,2059.9154871862497,303.74999999999994
45,19,Suburban,Silver,71,3.72,Night,0,121,313.9264406,1.125,2.0,706.33449135,125.00000000000003
91,61,Suburban,Gold,100,4.88,Night,0,101,372.229822,1.123456790123457,0.6229508196721312,334.5472968098766,-10.123456790123438
39,12,Urban,Regular,70,4.02,Morning,1,66,314.4680085,0.975,3.1666666666666665,970.9199762437499,208.75
97,9,Rural,Gold,58,4.32,Evening,1,142,491.5779539,1.1975308641975309,1.2222222222222223,719.4974990552812,46.36488340192043
42,18,Suburban,Silver,39,3.94,Afternoon,0,128,527.1558944,1.05,2.111111111111111,1168.5288992533333,121.66666666666669
27,15,Urban,Gold,11,3.77,Evening,0,111,432.8493969,0.675,2.533333333333333,877.241444384,102.66666666666669
67,48,Rural,Regular,94,4.3,Evening,1,168,544.6027808,1.675,0.7916666666666666,729.767726272,34.0
69,51,Urban,Regular,75,3.57,Night,1,136,470.1827135,1.725,0.7450980392156863,648.85214463,38.00000000000001
69,47,Urban,Regular,65,4.22,Night,0,18,53.53910401,1.725,0.8085106382978723,74.6699631458617,39.468085106382965
93,18,Suburban,Gold,34,3.54,Afternoon,0,80,352.0685727,1.1481481481481481,2.111111111111111,853.3678572851852,142.38683127572017
84,74,Suburban,Regular,7,4.4,Afternoon,1,101,396.3698341,1.037037037037037,0.5135135135135135,328.8401586607407,-17.03703703703704
96,48,Urban,Gold,41,4.39,Morning,0,130,367.7829981,1.1851851851851851,0.7916666666666666,348.71276856888886,-5.18518518518519
30,13,Suburban,Gold,72,4.18,Night,1,113,352.9356731,0.75,2.923076923076923,825.3264970953846,133.84615384615387
60,48,Suburban,Regular,15,4.06,Morning,0,78,339.1055826,1.5,0.7916666666666666,406.92669912,20.00000000000001
72,39,Urban,Regular,39,3.77,Night,1,115,347.8959667,1.8,0.9743589743589743,610.1560031353846,75.3846153846154
31,13,Suburban,Regular,82,4.63,Morning,0,108,469.2509136,0.775,2.923076923076923,1097.3252133415385,133.84615384615387
71,13,Rural,Silver,60,4.3,Night,1,62,213.8430201,1.775,2.923076923076923,1109.5162850573074,418.84615384615375
91,61,Rural,Silver,86,4.44,Morning,1,129,567.5392185,1.123456790123457,0.6229508196721312,510.0846309481482,-10.123456790123445
91,60,Rural,Gold,2,3.53,Evening,1,107,492.1790132,1.123456790123457,0.6333333333333333,442.353483468642,-10.123456790123445
32,6,Urban,Silver,13,4.75,Afternoon,0,53,173.8874745,0.8,1.8333333333333333,255.03496260000003,46.666666666666686
23,10,Suburban,Gold,47,4.84,Evening,0,125,418.1068244,0.575,1.1,367.934005472,-11.999999999999993
61,47,Suburban,Silver,100,4.58,Night,1,157,658.3040013,1.525,0.8085106382978723,811.674827134787,23.297872340425506
57,40,Urban,Regular,78,3.62,Afternoon,0,171,764.5953414,1.425,0.95,1035.0709434202502,35.375000000000014
89,70,Suburban,Gold,86,4.51,Afternoon,0,90,384.209292,1.0987654320987654,0.5428571428571428,337.72471099259263,-12.098765432098755
64,45,Rural,Gold,22,3.96,Night,1,118,404.6018875,1.6,0.8444444444444444,546.6621057777778,35.11111111111113
91,29,Urban,Regular,82,3.73,Afternoon,1,90,446.8170258,1.123456790123457,1.3103448275862069,657.7664006881226,47.21157939548745
91,53,Suburban,Gold,67,4.56,Night,0,50,158.1067232,1.123456790123457,0.7169811320754716,142.10085739456792,-10.123456790123445
69,37,Suburban,Regular,47,4.39,Evening,1,60,284.2362895,1.725,1.027027027027027,503.5591561277027,77.16216216216216
71,61,Suburban,Regular,79,3.85,Afternoon,0,147,591.2989763,1.775,0.6229508196721312,839.6445463460001,42.00000000000001
38,7,Rural,Silver,28,3.85,Evening,0,12,36.00027803,0.95,1.5714285714285714,53.74327220192856,49.28571428571427
100,32,Suburban,Regular,67,3.94,Evening,1,162,581.1370846,1.2345679012345678,1.1875,851.9756641512345,46.60493827160493
65,51,Suburban,Gold,97,4.81,Night,1,144,588.1367699,1.625,0.7450980392156863,764.57780087,30.00000000000001
73,38,Urban,Regular,91,4.23,Evening,1,86,400.267333,1.825,1.0,730.487882725,82.49999999999999
56,25,Suburban,Regular,87,3.73,Evening,1,172,575.4102708,1.4,1.52,1224.4730562624,112.79999999999998
75,55,Rural,Silver,80,4.7,Morning,0,69,190.9788527,1.875,0.6909090909090909,286.46827905,49.999999999999986
97,21,Urban,Regular,43,3.79,Afternoon,1,106,398.1593839,1.1975308641975309,1.8095238095238095,862.7957019726044,116.69606114050559
94,71,Rural,Regular,48,4.73,Night,1,169,770.8733245,1.1604938271604939,0.5352112676056338,715.6749876839507,-7.16049382716048
53,22,Urban,Silver,28,4.99,Afternoon,1,64,211.082023,1.325,1.7272727272727273,483.08999354772726,128.86363636363635
81,8,Rural,Silver,78,4.8,Afternoon,1,141,618.4288567,2.025,1.375,1721.9378478740623,178.4375
47,34,Rural,Silver,87,3.53,Morning,1,170,739.22712,1.175,1.1176470588235294,970.7791443529412,31.32352941176471
80,48,Suburban,Regular,13,4.44,Night,0,35,128.7410739,2.0,0.7916666666666666,205.98571824,60.00000000000001
75,55,Rural,Gold,54,4.73,Night,1,145,584.49173,1.875,0.6909090909090909,876.7375949999999,50.0
89,12,Urban,Silver,42,4.73,Afternoon,0,102,328.3139822,1.0987654320987654,3.1666666666666665,1142.3435059674896,247.94238683127566
30,13,Rural,Gold,8,4.1,Afternoon,0,94,274.6803754,0.75,2.923076923076923,642.329493243077,133.84615384615387
64,5,Rural,Gold,91,4.34,Evening,1,21,108.2430435,1.6,2.2,381.01551312000004,252.00000000000006
55,29,Suburban,Gold,92,4.85,Morning,0,44,181.7809396,1.375,1.3103448275862069,327.5191066931035,80.17241379310346
94,76,Suburban,Gold,26,4.7,Morning,1,94,405.3179545,1.1604938271604939,0.5,376.2951873876543,-7.16049382716049
53,28,Urban,Gold,6,3.67,Evening,0,178,775.7916852,1.325,1.3571428571428572,1395.039691065,79.82142857142858
29,7,Suburban,Regular,68,3.98,Morning,0,114,289.1296809,0.725,1.5714285714285714,363.47731313142856,25.71428571428572
29,17,Urban,Silver,76,3.61,Morning,0,166,674.1328476,0.725,2.235294117647059,1205.508151002353,78.82352941176472
75,42,Suburban,Silver,38,4.25,Afternoon,0,146,479.1199534,1.875,0.9047619047619048,812.7927780892857,69.64285714285714
74,53,Suburban,Regular,60,3.93,Night,0,162,676.4404324,1.85,0.7169811320754716,1001.1318399520001,48.000000000000014
89,75,Urban,Silver,10,4.91,Evening,0,16,54.44953819,1.0987654320987654,0.5066666666666667,47.861816285530864,-12.098765432098764
29,13,Suburban,Gold,44,4.29,Evening,1,87,267.740417,0.725,2.923076923076923,626.1006674461538,133.84615384615387
40,20,Rural,Silver,45,4.42,Evening,1,130,445.4842486,1.0,1.9,846.4200723399999,89.99999999999999
79,11,Urban,Regular,1,4.35,Night,1,45,210.2567597,1.975,1.0,415.25710040750005,97.50000000000001
98,87,Urban,Gold,87,4.28,Afternoon,1,170,603.8458025,1.2098765432098766,0.4367816091954023,584.4630977283952,-3.2098765432098593
95,76,Urban,Regular,74,4.39,Night,0,118,464.9915827,1.1728395061728396,0.5,436.2883985827161,-6.172839506172819
79,13,Rural,Gold,67,4.05,Evening,1,151,514.9363492,1.975,2.923076923076923,2972.7671544199998,477.3076923076923
38,22,Suburban,Regular,18,4.17,Night,1,121,450.5387531,0.95,1.7272727272727273,739.2931357686364,64.0909090909091
83,41,Suburban,Silver,48,3.64,Evening,0,176,741.3443926,1.0246913580246915,0.926829268292683,704.0651051672389,-5.028605841613952
59,24,Suburban,Regular,40,4.0,Afternoon,1,147,631.631297,1.475,1.5833333333333333,1475.1222582020835,133.54166666666666
51,11,Suburban,Regular,72,3.62,Afternoon,0,16,71.21364105,1.275,1.0,90.79739233875,27.499999999999993
64,46,Rural,Silver,51,5.0,Evening,1,29,144.6013825,1.6,0.8260869565217391,191.12530556521742,32.17391304347828
30,6,Rural,Regular,93,3.81,Evening,0,129,505.9219688,0.75,1.8333333333333333,742.0188875733334,46.66666666666667
60,15,Suburban,Regular,95,4.84,Afternoon,0,180,726.3339146,1.5,2.533333333333333,2760.06887548,280.0
75,51,Rural,Regular,17,4.83,Afternoon,1,79,283.4132788,1.875,0.7450980392156863,425.11991820000003,50.000000000000014
25,15,Suburban,Regular,88,4.68,Afternoon,1,31,148.1864882,0.625,2.533333333333333,300.3246160853334,102.66666666666669
46,31,Suburban,Gold,67,3.53,Morning,0,61,158.5920931,1.15,1.2258064516129032,223.56369253129031,40.967741935483865
48,11,Urban,Regular,86,3.55,Night,0,15,57.89462608,1.2,1.0,69.473551296,19.99999999999999
51,6,Rural,Gold,64,4.57,Morning,0,34,142.5577269,1.275,1.8333333333333333,333.22868662875,133.74999999999997
68,23,Suburban,Gold,96,4.77,Morning,0,105,359.1281131,1.7,1.6521739130434783,1008.6815698373913,180.8695652173913
